song_title,artist,album,release_year,artist_genres,artist_popularity,artist_followers,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,custom_mood_tags,listener_context,embedding_text,archetype,spotify_url,seed_query,weak_label
Slippery (feat. Gucci Mane),"Migos, Gucci Mane",,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,"Slippery (feat. Gucci Mane) | Migos, Gucci Mane | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic",beautifully detached romantic,https://open.spotify.com/track/7HDQGt9aA6SqjpAQsvT9vC,warm bedroom pop,yes
warmth,ivri,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,warmth | ivri | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/3MjHGDmiYeclVNam1MvIoU,warm bedroom pop,yes
Warmer,"Hans., hanbee",,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,"Warmer | Hans., hanbee | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic",beautifully detached romantic,https://open.spotify.com/track/27n8scut9e5uU4uD5qFzDQ,warm bedroom pop,yes
Romantic,Sugar Tape,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,Romantic | Sugar Tape | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/0zgBmFuZBWvQJekT0yMXJ5,lofi romantic,yes
Romantic Story,Lemeria,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,Romantic Story | Lemeria | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/4nELnEGeY4WDuxgQ6sc1lv,lofi romantic,yes
Romantic Moonlight,Kato,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,Romantic Moonlight | Kato | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/2dKl2VM8rUOARsUe36Ji9X,lofi romantic,yes
Hopeless Romantic,Yusei,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,Hopeless Romantic | Yusei | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/1XVml2ioz9HQbDONsbSaqi,lofi romantic,yes
Romantic Rain,KLIM,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,Romantic Rain | KLIM | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/0ONPyowm9YQFY7mtx45GaD,lofi romantic,yes
Romance,"Lō-fÿkkø, soave lofi",,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,"Romance | Lō-fÿkkø, soave lofi | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic",beautifully detached romantic,https://open.spotify.com/track/2ThVbkZqKjHRjbyHjWkzys,lofi romantic,yes
Romantic Comedy,moonboy,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,Romantic Comedy | moonboy | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/5NrryGQKAOco1I8tecM3aD,lofi romantic,yes
Romantic Dinner,Cäsp.,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,Romantic Dinner | Cäsp. | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/0iin6dbeWXcsj5WyAz7j6I,lofi romantic,yes
romantic,datfootdive,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,romantic | datfootdive | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/3EzizOS9LaIvEZQX0s39yI,lofi romantic,yes
Lucky Number,Lene Lovich,,,,,,,,,,,,,,,,,,,,warm; romantic; gentle; understated; emotionally observant,quietly feeling something without saying it too loudly,Lucky Number | Lene Lovich | warm; romantic; gentle; understated; emotionally observant | quietly feeling something without saying it too loudly | beautifully detached romantic,beautifully detached romantic,https://open.spotify.com/track/0kqFlkmfvKzQ4QSmx5PZ1A,lofi romantic,yes
The Burden,Weeping Willows,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,The Burden | Weeping Willows | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/46LJxnfgq4QspkXlJGkiO1,brooding alternative,yes
Kristi brud,Björnarna,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,Kristi brud | Björnarna | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/0PUF3xHhqV2jyNRpDeamUt,brooding alternative,yes
I'll Be Gone,Broder Daniel,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,I'll Be Gone | Broder Daniel | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/4enMndzp7cJ3rDNsF1dAGC,brooding alternative,yes
Army of Dreamers,Broder Daniel,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,Army of Dreamers | Broder Daniel | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/0MbDcRSoWem5s6WGfXENqs,brooding alternative,yes
Hardened Heart,Broder Daniel,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,Hardened Heart | Broder Daniel | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/2HDjXctPMpLO3vhZfKXr8u,brooding alternative,yes
Wicked Game,HIM,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,Wicked Game | HIM | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/5XenUjG7cRnTkUe8AVuuMX,dark rock,yes
Dark Rock,"fatbunny, Alec Koff",,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,"Dark Rock | fatbunny, Alec Koff | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero",brooding alt antihero,https://open.spotify.com/track/3bApBvJlN63CQsuAyuHTee,dark rock,yes
Dark Rock,"Johnny Beretta, Andreas Lonardoni",,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,"Dark Rock | Johnny Beretta, Andreas Lonardoni | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero",brooding alt antihero,https://open.spotify.com/track/1wqTSM5IUfpRucwiBuEVvw,dark rock,yes
Dark Rock,IVLIOR,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,Dark Rock | IVLIOR | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/7JSs4S5PkAmTh2BkeaGRJP,dark rock,yes
DARK,WesGhost,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,DARK | WesGhost | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/1qlsoHIuuOsrm1qGENz4RM,dark rock,yes
Dark Rock,Crew Who Rocks,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,Dark Rock | Crew Who Rocks | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/6PMeVi4UzcE8narpyv3s3k,dark rock,yes
Wings of a Butterfly,HIM,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,Wings of a Butterfly | HIM | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/5WLjSDWo1VxEQzmsKpcBRe,dark rock,yes
Dark Necessities,Red Hot Chili Peppers,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,Dark Necessities | Red Hot Chili Peppers | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/2oaK4JLVnmRGIO9ytBE1bt,dark rock,yes
Wicked Game,In Flames,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,Wicked Game | In Flames | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/6D1XQrWfO1t42Wzg7Hl658,dark rock,yes
Wicked Game,"Chris Wicked, Malice In Wonderland",,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,"Wicked Game | Chris Wicked, Malice In Wonderland | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero",brooding alt antihero,https://open.spotify.com/track/1vPSUNM7qemhIHZJXtJWYZ,dark rock,yes
Bump My Music,Cuttaman 100gran,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,Bump My Music | Cuttaman 100gran | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/5U7XXLREA6K2moQEZG4xoy,alt rock moody,yes
Gzz Box,Dthang,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,Gzz Box | Dthang | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/6sPdmsxrPX6OzaXdbUA7P8,alt rock moody,yes
VV's Not CV's,KXNG EEZY,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,VV's Not CV's | KXNG EEZY | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/4ZHFAQG6K1qvDMXSeYe8Cg,alt rock moody,yes
Hit Me Like That Snare (Jimi Charles Moody Version),"alt-J, Jimi Charles Moody, Ben Cullum, Fergus Brignall",,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,"Hit Me Like That Snare (Jimi Charles Moody Version) | alt-J, Jimi Charles Moody, Ben Cullum, Fergus Brignall | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero",brooding alt antihero,https://open.spotify.com/track/7v9458Mb26Nhc4rcqXNC7T,alt rock moody,yes
He Is Mine,"Arjan Dhillon, Mxrci",,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,"He Is Mine | Arjan Dhillon, Mxrci | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero",brooding alt antihero,https://open.spotify.com/track/5rMBSOVlPuuPLfUWhL2sHZ,alt rock moody,yes
Pack After Pack.,JST KAE,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,Pack After Pack. | JST KAE | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/4xjNJESBjQLQOqZGWoU1dU,alt rock moody,yes
Oryan,"Moody Moussavi, Aida Shahghasemi",,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,"Oryan | Moody Moussavi, Aida Shahghasemi | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero",brooding alt antihero,https://open.spotify.com/track/5bJCs3Jrn0n7GZMNW5UjGN,alt rock moody,yes
Question - Alternate Version,The Moody Blues,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,Question - Alternate Version | The Moody Blues | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/6NaDSsw0ZCSh9VX9zoip41,alt rock moody,yes
Your Wildest Dreams,The Moody Blues,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,Your Wildest Dreams | The Moody Blues | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/1I5PbTAcWMqV66XR8B2vzK,alt rock moody,yes
Candle Of Life - Alternate Version,The Moody Blues,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,Candle Of Life - Alternate Version | The Moody Blues | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/4nxdx6AfnWYfs95O3uVX2z,alt rock moody,yes
REBELLIOUS BEHAVIOR - ←RE:recorded,a crowd of rebellion,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,REBELLIOUS BEHAVIOR - ←RE:recorded | a crowd of rebellion | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/6jBbZnXXzWqmJEQEewHcb7,rebellious rock,yes
Rebeller,Raubtier,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,Rebeller | Raubtier | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/0aTJnBJWmE93Ft7X2LtG8j,rebellious rock,yes
Rebellious (feat. Yuna),"Adventure Club, Yuna",,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,"Rebellious (feat. Yuna) | Adventure Club, Yuna | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero",brooding alt antihero,https://open.spotify.com/track/16YuEfqTveacXrTX3ubMgc,rebellious rock,yes
SLINGSHOT,Watt White,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,SLINGSHOT | Watt White | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/31CiNhyf5R6Sh88xyfDRrj,rebellious rock,yes
Strevellna,Strevellna,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,Strevellna | Strevellna | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/4aKBb73vZA42J250gQ6FqS,rebellious rock,yes
There´s a Rock,Brolle,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,There´s a Rock | Brolle | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/527726P2TJy0dizkh0HX6Z,rebellious rock,yes
Incredible,Oh The Larceny,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,Incredible | Oh The Larceny | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/5msiRUdlJdcRmW7oDd5PLv,rebellious rock,yes
Gypsy Rider - Remastered,"Gene Clark, Carla Olson",,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,"Gypsy Rider - Remastered | Gene Clark, Carla Olson | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero",brooding alt antihero,https://open.spotify.com/track/1j0d8bF1QNCcmSMcUtZz55,rebellious rock,yes
DREAMS DO,Watt White,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,DREAMS DO | Watt White | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/56wuObgFv1Oh6WJYEL2Esl,rebellious rock,yes
Fair And Tender Ladies - Remastered,"Gene Clark, Carla Olson",,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,"Fair And Tender Ladies - Remastered | Gene Clark, Carla Olson | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero",brooding alt antihero,https://open.spotify.com/track/7f2qAiuNL9ZabFP8Lzl5ts,rebellious rock,yes
Rooster (2022 Remaster),Alice In Chains,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,Rooster (2022 Remaster) | Alice In Chains | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/0wvIGFIgbyz4JNwQhZgTv2,grunge mood,yes
Would? (2022 Remaster),Alice In Chains,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,Would? (2022 Remaster) | Alice In Chains | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/5sFDReWLrZHLFZFjHsjUTS,grunge mood,yes
Masochist Machine,Moodring,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,Masochist Machine | Moodring | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/0kfFXXEyUQwACSdrY4kfLD,grunge mood,yes
Mood Swings,Human People,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,Mood Swings | Human People | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/6pCvNzVs1C7xS4FqYFea00,grunge mood,yes
Disintegrate,Moodring,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,Disintegrate | Moodring | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/0ta5HDuI0erafeaAtS18MJ,grunge mood,yes
Mood for Trouble,Soundgarden,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,Mood for Trouble | Soundgarden | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/3jQ5FQxLRJiLvv6UPj0KIH,grunge mood,yes
Mood For Trouble - Live,Soundgarden,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,Mood For Trouble - Live | Soundgarden | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/3hEry97cnywRm92suwdUA2,grunge mood,yes
Conflicted Mood,Superheaven,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,Conflicted Mood | Superheaven | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/7lbzNNI3kn7S4sNIGDcbqO,grunge mood,yes
Moodswing,Glixen,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,Moodswing | Glixen | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/2nAfDyLhTXnQMsnwcni8LN,grunge mood,yes
Mood Rings,wakelee,,,,,,,,,,,,,,,,,,,,brooding; rebellious; guitar-heavy; restless; cool-toned,walking into a scene with tension and swagger,Mood Rings | wakelee | brooding; rebellious; guitar-heavy; restless; cool-toned | walking into a scene with tension and swagger | brooding alt antihero,brooding alt antihero,https://open.spotify.com/track/6dBDpsGWFb5NU05hxqRkLm,grunge mood,yes
Euphoric Ride,"CRIMSN, Hypermorph, YOIA",,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Euphoric Ride | CRIMSN, Hypermorph, YOIA | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/1dQodCTkv31QhxYCzbbG1t,euphoric electronic,yes
Euphoric Night (feat. Lucie Hart) [Tiësto Remix],"Onlynumbers, Lucie Hart, Tiësto",,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Euphoric Night (feat. Lucie Hart) [Tiësto Remix] | Onlynumbers, Lucie Hart, Tiësto | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/5ZLMh6NE9EENfaBzdjSgY2,euphoric electronic,yes
Don't Let Me Down - Hardwell & Sephyx Remix,"The Chainsmokers, Daya, Hardwell, Sephyx",,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Don't Let Me Down - Hardwell & Sephyx Remix | The Chainsmokers, Daya, Hardwell, Sephyx | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/1JI70l1lE5IF2tgJm5TnMD,euphoric electronic,yes
Jägermeister,Da Tweekaz,,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Jägermeister | Da Tweekaz | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/2K20ZMOW554IjfXsURRslo,euphoric electronic,yes
May it be,"B2A, Anklebreaker, Dypression, Julia Westlin",,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","May it be | B2A, Anklebreaker, Dypression, Julia Westlin | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/38ByBQNlZ3dPvXQ5oH1bRv,euphoric electronic,yes
Shine A Light,"Hardwell, Wildstylez, KiFi",,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Shine A Light | Hardwell, Wildstylez, KiFi | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/5K4InCkZlFv2SXvR20BXb2,euphoric electronic,yes
Ride With Me (feat. Kid Ink) - Brennan Heart Remix,"Tungevaag, Kid Ink, Brennan Heart",,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Ride With Me (feat. Kid Ink) - Brennan Heart Remix | Tungevaag, Kid Ink, Brennan Heart | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/74CkeJ0vYYTdQImnaLy759,euphoric electronic,yes
Jägermeister,Da Tweekaz,,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Jägermeister | Da Tweekaz | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/19UGEZoMAqqaTEcEYNvsox,euphoric electronic,yes
Knockout - Da Tweekaz Remix,"Tungevaag, Da Tweekaz",,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Knockout - Da Tweekaz Remix | Tungevaag, Da Tweekaz | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/5LSCfqeq1u1GxKogSQFEZn,euphoric electronic,yes
Because The Night,"Dimitri Vegas & Like Mike, Brennan Heart, Dimitri Vegas",,,,,,,,,,,,,,,,,,,,euphoric; high-energy; motivational; explosive; transformational,"wanting to become a sharper, stronger version of yourself","Because The Night | Dimitri Vegas & Like Mike, Brennan Heart, Dimitri Vegas | euphoric; high-energy; motivational; explosive; transformational | wanting to become a sharper, stronger version of yourself | euphoric transformation seeker",euphoric transformation seeker,https://open.spotify.com/track/3nDEjp2MvXJuqtUsv8GuyQ,euphoric electronic,yes
